Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Overall_Satisfaction,Satisfaction_Level,Feedback_Comment,Sentiment_Score,Sentiment_Label,TB_Polarity,TB_Subjectivity,TB_Sentiment_Label
482,10,3,4,3,10,1,8,5,5.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
406,9,10,6,1,6,1,9,2,5.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
66,8,5,8,7,6,1,9,9,6.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
862,6,5,6,5,7,2,10,8,6.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
61,9,8,6,5,3,10,6,6,6.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
111,7,9,7,1,10,10,3,10,7.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
147,6,8,4,6,9,6,8,7,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
211,7,4,4,3,7,8,7,10,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
996,6,5,6,10,8,7,8,4,6.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
459,8,5,8,6,6,1,8,4,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
81,5,5,6,5,7,3,9,5,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
288,5,9,6,9,4,4,2,6,5.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
6,7,10,8,3,3,4,1,2,4.75,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
547,6,6,8,5,1,2,2,8,4.75,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
30,6,2,7,5,1,10,9,10,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
445,9,4,4,2,4,8,1,6,4.75,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
591,6,9,8,5,10,6,2,10,7.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
770,10,10,5,7,10,7,7,10,8.25,High,Very engaging and well-structured sessions.,0.4005,Positive,0.52,0.9099999999999999,Positive
484,9,6,8,10,3,2,8,4,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
180,8,4,4,1,6,9,6,1,4.875,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
946,5,5,5,6,1,3,10,5,5.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
901,9,8,6,1,2,9,8,2,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
517,10,5,7,7,5,10,6,5,6.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
545,9,4,8,1,8,6,2,4,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
918,8,3,8,9,9,1,6,1,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
652,8,3,4,8,3,2,2,3,4.125,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
471,10,10,4,8,2,2,4,7,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
323,6,8,7,5,4,1,9,3,5.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
276,8,5,7,9,1,10,1,2,5.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
672,7,8,5,6,5,10,5,10,7.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
337,10,7,6,8,9,5,1,1,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
468,7,7,8,4,2,1,5,10,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
380,8,8,4,8,2,4,9,2,5.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
755,9,8,7,2,9,6,3,7,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
267,8,9,4,4,8,4,8,1,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
598,9,3,4,9,3,4,5,1,4.75,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
128,6,2,6,1,9,3,9,2,4.75,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
444,8,2,6,10,7,2,4,8,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
572,6,5,4,4,8,6,8,9,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
319,8,3,6,6,7,10,8,4,6.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
390,8,6,7,5,1,4,3,9,5.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
176,10,2,6,7,4,10,1,3,5.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
883,7,4,4,2,8,6,7,4,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
831,5,2,8,3,5,10,7,7,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
220,10,5,8,7,9,7,2,7,6.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
17,7,6,5,3,9,5,5,2,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
938,10,10,6,5,2,9,9,9,7.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
651,8,7,6,3,9,10,6,1,6.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
953,5,10,8,10,6,4,6,4,6.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
902,5,8,6,10,4,5,5,9,6.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
167,7,7,5,8,6,9,9,8,7.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
669,9,3,4,5,2,2,1,6,4.0,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
859,8,3,5,9,10,3,1,6,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
120,8,4,7,5,4,4,10,6,6.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
293,10,4,7,1,6,7,7,4,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
789,10,2,8,7,9,8,1,4,6.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
182,5,2,7,2,3,6,1,9,4.375,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
369,10,5,4,4,3,7,4,10,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
207,6,8,6,7,9,7,2,5,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
842,10,7,5,3,3,6,4,6,5.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
38,5,8,7,6,10,8,9,5,7.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
495,5,4,7,9,6,10,5,9,6.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
942,10,6,8,3,7,8,4,5,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
752,10,7,4,4,4,9,10,7,6.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
940,7,3,6,9,10,8,3,5,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
648,5,7,7,9,6,3,10,3,6.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
125,6,2,4,5,9,7,7,7,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
516,10,2,8,9,2,3,3,1,4.75,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
963,9,6,4,5,3,3,6,6,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
215,5,6,6,2,1,9,5,8,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
823,7,5,8,3,4,3,1,10,5.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
840,5,7,5,6,9,9,10,6,7.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
429,8,3,5,1,8,1,8,9,5.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
109,6,3,5,6,1,6,6,10,5.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
795,6,9,8,4,2,6,10,6,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
760,9,4,4,3,8,5,10,1,5.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
536,10,10,4,7,8,7,6,2,6.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
888,6,6,5,2,3,6,6,3,4.625,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
719,10,10,8,7,6,10,6,4,7.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
654,6,4,4,9,5,8,8,2,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
947,7,3,8,1,5,9,7,2,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
403,5,7,6,6,5,6,4,6,5.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
124,9,9,7,9,1,9,4,3,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
548,9,8,6,7,1,2,7,6,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
880,7,3,6,3,5,3,3,10,5.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
939,10,10,7,4,1,2,3,9,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
166,6,10,4,4,4,8,4,6,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
885,5,6,7,7,2,2,5,7,5.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
112,7,9,6,9,1,7,1,2,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
811,8,8,8,6,1,4,9,1,5.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
213,10,8,4,10,1,5,6,2,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
375,10,4,4,1,3,4,7,9,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
897,6,7,4,1,9,8,8,7,6.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
460,7,8,5,6,7,7,6,7,6.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
416,6,2,5,8,9,6,3,7,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
571,8,9,7,3,1,8,9,7,6.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
744,8,5,7,3,10,4,6,7,6.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
378,9,8,7,2,4,7,2,6,5.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
121,5,9,5,2,4,5,6,6,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
462,10,4,8,5,4,6,4,7,6.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
777,8,6,4,6,4,7,10,1,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
845,5,10,6,8,4,4,4,5,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
533,6,10,5,7,2,5,10,10,6.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
450,5,2,6,2,4,5,1,4,3.625,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
717,6,2,4,6,6,2,6,9,5.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
469,10,8,6,1,3,5,8,10,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
670,7,7,8,1,6,1,2,1,4.125,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
137,8,2,5,2,4,9,7,8,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
801,10,7,4,3,6,1,10,4,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
315,5,10,5,10,8,4,8,4,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
153,7,7,5,3,8,9,8,9,7.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
190,8,6,7,5,6,4,3,8,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
22,7,9,4,1,2,8,10,4,5.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
949,9,8,7,1,7,6,9,4,6.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
523,10,2,6,9,7,5,10,9,7.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
527,5,6,5,2,8,6,9,8,6.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
461,7,10,7,6,6,8,4,9,7.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
244,5,8,4,9,3,10,1,3,5.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
363,9,3,8,10,2,7,5,1,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
610,8,10,6,8,2,1,5,1,5.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
381,9,2,8,8,1,9,1,2,5.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
954,8,8,6,3,9,5,7,2,6.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
604,10,9,8,9,4,8,7,9,8.0,High,"Loved the course, assignments were challenging but fair.",0.6908,Positive,0.6333333333333333,0.9,Positive
414,10,6,4,8,2,9,9,3,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
151,8,7,5,10,8,3,8,6,6.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
721,6,9,4,1,4,10,10,9,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
664,10,8,7,4,8,2,1,10,6.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
956,7,2,6,5,2,3,8,7,5.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
747,5,3,5,6,5,10,3,6,5.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
438,9,6,5,9,2,3,9,3,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
975,5,10,4,8,7,6,8,3,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
277,5,6,8,7,2,7,1,10,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
312,7,2,7,6,6,3,7,2,5.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
565,10,9,7,10,4,8,5,4,7.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
739,8,7,5,10,1,1,8,1,5.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
584,8,8,5,8,6,6,9,4,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
894,6,3,5,4,7,1,5,5,4.5,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
270,9,10,5,9,6,4,7,7,7.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
966,7,4,5,3,1,8,10,2,5.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
489,7,2,5,8,1,1,8,8,5.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
665,6,3,4,2,8,5,8,5,5.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
71,9,10,8,4,9,3,8,2,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
603,7,2,7,1,7,7,1,7,4.875,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
196,8,10,8,10,6,7,7,7,7.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
804,9,3,7,6,10,7,9,7,7.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
837,5,10,4,1,4,8,9,1,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
530,6,5,4,9,1,2,3,6,4.5,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
720,6,6,6,9,10,4,6,7,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
272,5,4,6,4,4,7,7,9,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
984,5,10,6,4,2,10,4,6,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
185,10,3,8,4,1,10,7,9,6.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
487,6,6,4,2,10,10,1,9,6.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
75,8,9,8,6,2,7,9,10,7.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
718,6,3,6,7,6,6,2,6,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
496,10,7,4,6,10,5,3,6,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
630,5,5,4,8,3,6,6,8,5.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
637,8,10,5,6,10,8,2,2,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
360,9,9,8,2,3,1,8,6,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
183,6,7,5,5,4,7,1,9,5.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
689,10,8,7,8,1,9,5,10,7.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
236,6,9,6,4,1,2,8,4,5.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
768,6,6,6,3,5,9,8,3,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
316,7,2,7,8,6,4,2,9,5.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
396,6,10,4,6,1,2,4,10,5.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
212,6,4,4,6,5,10,10,2,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
830,9,7,7,10,7,8,6,4,7.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
209,9,8,5,3,3,10,7,2,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
62,7,4,4,5,3,10,2,1,4.5,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
447,8,7,7,1,4,7,10,9,6.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
100,6,6,6,10,7,5,7,8,6.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
305,10,8,8,4,6,3,10,4,6.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
494,10,6,6,6,4,10,2,9,6.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
328,10,6,5,4,6,10,8,2,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
854,8,2,8,4,6,2,4,7,5.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
866,5,10,4,8,3,7,4,5,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
943,8,9,7,10,6,7,7,6,7.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
734,9,8,5,3,10,1,8,3,5.875,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
189,9,3,6,2,3,8,10,7,6.0,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
404,10,5,7,8,1,5,10,4,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
518,7,4,8,5,7,9,2,6,6.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
856,6,9,4,6,8,8,3,8,6.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
70,9,2,5,8,10,9,7,6,7.0,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
457,7,4,8,2,3,6,8,4,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
148,5,4,4,4,8,10,5,5,5.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
